date,température 1,température 2,humidité,pression,température exterieure,humidité exterieure,température chambre,humidité chambre
20/12/2018 22:48:00,20.8,25,53,1000,7.6,87,20.8,53
20/12/2018 22:53:00,20.5,25,53,1000,7.6,87,20.5,53
20/12/2018 22:58:00,20.5,25,53,1000,7.6,87,20.5,53
20/12/2018 23:05:00,20.5,25,53,1000,7.7,87,20.5,53
20/12/2018 23:10:00,20.5,25,53,1000,7.7,89,20.5,53
20/12/2018 23:14:59,20.5,25,53,1000,7.7,89,20.5,53
20/12/2018 23:20:00,20.5,25,53,1000,7.8,89,20.5,53
20/12/2018 23:25:00,20.5,25,53,1000,7.9,89,20.5,53
20/12/2018 23:30:00,20.4,25,53,1000,7.9,89,20.4,53
20/12/2018 23:35:00,20.4,25,53,1000,8.0,89,20.4,53
20/12/2018 23:39:59,20.4,25,53,1000,8.1,88,20.4,53
20/12/2018 23:45:00,20.4,25,53,1000,8.1,88,20.4,53
20/12/2018 23:50:00,20.4,25,53,1000,8.1,88,20.4,53
20/12/2018 23:55:00,20.4,25,53,1000,8.1,88,20.4,53
21/12/2018 00:05:00,20.4,25,53,1000,8.2,88,20.4,53
21/12/2018 00:10:00,20.4,25,53,1000,8.3,88,20.4,53
21/12/2018 00:15:00,20.4,25,53,1000,8.2,88,20.4,53
21/12/2018 00:20:00,20.4,25,53,1000,8.2,88,20.4,53
21/12/2018 00:25:00,20.4,25,53,1000,8.1,88,20.4,53
21/12/2018 00:30:00,20.4,25,53,1000,8.1,88,20.4,53
21/12/2018 00:34:59,20.4,25,53,1000,8.2,88,20.4,53
21/12/2018 00:39:59,20.4,25,53,1000,8.2,90,20.4,53
21/12/2018 00:44:59,20.4,25,53,1000,8.2,90,20.4,53
21/12/2018 00:50:00,20.4,25,53,1000,8.3,90,20.4,53
21/12/2018 00:55:00,20.4,25,53,1000,8.3,90,20.4,53
21/12/2018 01:05:00,20.4,25,53,1000,8.3,90,20.4,53
21/12/2018 01:10:00,20.4,25,53,1000,8.4,90,20.4,53
21/12/2018 01:15:00,20.4,25,53,1000,8.5,91,20.4,53
21/12/2018 01:20:00,20.4,25,53,1000,8.5,91,20.4,53
21/12/2018 01:25:00,20.4,25,53,1000,8.4,92,20.4,53
21/12/2018 01:30:00,20.4,25,53,1000,8.4,92,20.4,53
21/12/2018 01:35:00,20.4,25,53,1000,8.5,91,20.4,53
21/12/2018 01:40:00,20.4,25,53,1000,8.5,93,20.4,53
21/12/2018 01:45:00,20.4,25,53,1000,8.5,93,20.4,53
21/12/2018 01:50:00,20.4,25,53,1000,8.5,93,20.4,53
21/12/2018 01:55:00,20.4,25,53,1000,8.6,93,20.4,53
21/12/2018 02:04:59,20.4,25,53,1000,8.6,95,20.4,53
21/12/2018 02:10:00,20.4,25,53,1000,8.7,95,20.4,53
21/12/2018 02:15:00,20.4,25,53,1000,8.7,95,20.4,53
21/12/2018 02:20:00,20.4,25,53,1000,8.8,95,20.4,53
21/12/2018 02:25:00,20.4,25,53,1000,8.9,94,20.4,53
21/12/2018 02:30:00,20.3,25,53,1000,8.9,94,20.3,53
21/12/2018 02:34:59,20.3,25,53,1000,8.9,94,20.3,53
21/12/2018 02:40:00,20.3,25,53,1000,8.9,94,20.3,53
21/12/2018 02:45:00,20.2,25,53,1000,9.0,94,20.2,53
21/12/2018 02:50:00,20.2,25,53,1000,9.0,94,20.2,53
21/12/2018 02:55:00,20.3,25,53,1000,9.1,94,20.3,53
21/12/2018 03:05:00,20.4,25,53,1000,9.1,94,20.4,53
21/12/2018 03:09:59,20.4,25,53,1000,9.2,94,20.4,53
21/12/2018 03:15:00,20.4,25,53,1000,9.3,94,20.4,53
21/12/2018 03:20:00,20.4,25,53,1000,9.3,94,20.4,53
21/12/2018 03:25:00,20.4,25,53,1000,9.4,94,20.4,53
21/12/2018 03:30:00,20.4,25,53,1000,9.5,94,20.4,53
21/12/2018 03:35:00,20.4,25,53,1000,9.5,94,20.4,53
21/12/2018 03:40:00,20.5,25,53,1000,9.6,94,20.5,53
21/12/2018 03:45:00,20.5,25,53,1000,9.7,94,20.5,53
21/12/2018 03:50:00,20.4,25,53,1000,9.7,94,20.4,53
21/12/2018 03:55:00,20.4,25,53,1000,9.8,94,20.4,53
21/12/2018 04:05:00,20.4,25,53,1000,9.9,94,20.4,53
21/12/2018 04:10:00,20.4,25,53,1000,9.9,94,20.4,53
21/12/2018 04:15:00,20.4,25,53,1000,10.0,97,20.4,53
21/12/2018 04:20:00,20.4,25,53,1000,10.0,97,20.4,53
21/12/2018 04:25:00,20.4,25,53,1000,10.1,97,20.4,53
21/12/2018 04:30:00,20.4,25,53,1000,10.2,97,20.4,53
21/12/2018 04:35:00,20.4,25,53,1000,10.2,97,20.4,53
21/12/2018 04:40:00,20.3,25,53,1000,10.2,97,20.3,53
21/12/2018 04:45:00,20.3,25,53,1000,10.2,97,20.3,53
21/12/2018 04:50:00,20.3,25,53,1000,10.3,96,20.3,53
21/12/2018 04:55:00,20.3,25,53,1000,10.3,96,20.3,53
21/12/2018 05:04:59,20.3,25,53,1000,10.3,96,20.3,53
21/12/2018 05:10:00,20.3,25,53,1000,10.3,96,20.3,53
21/12/2018 05:14:59,20.3,25,53,1000,10.3,96,20.3,53
21/12/2018 05:20:00,20.3,25,53,1000,10.3,96,20.3,53
21/12/2018 05:24:59,20.3,25,53,1000,10.3,96,20.3,53
21/12/2018 05:30:00,20.4,25,53,1000,10.4,96,20.4,53
21/12/2018 05:35:00,20.4,25,53,1000,10.4,96,20.4,53
21/12/2018 05:40:00,20.4,25,53,1000,10.4,96,20.4,53
21/12/2018 05:45:00,20.4,25,53,1000,10.5,98,20.4,53
21/12/2018 05:50:00,20.4,25,53,1000,10.5,98,20.4,53
21/12/2018 05:55:00,20.4,25,53,1000,10.5,98,20.4,53
21/12/2018 06:05:00,20.4,25,53,1000,10.6,98,20.4,53
21/12/2018 06:10:00,20.4,25,53,1000,10.7,98,20.4,53
21/12/2018 06:15:00,20.4,25,53,1000,10.7,98,20.4,53
21/12/2018 06:20:00,20.3,25,53,1000,10.7,98,20.3,53
21/12/2018 06:25:00,20.3,25,53,1000,10.8,98,20.3,53
21/12/2018 06:30:00,20.3,25,53,1000,10.9,98,20.3,53
21/12/2018 06:35:00,20.3,25,53,1000,10.9,98,20.3,53
21/12/2018 06:39:59,20.3,25,53,1000,11.0,98,20.3,53
21/12/2018 06:45:00,20.4,25,53,1000,11.0,98,20.4,53
21/12/2018 06:50:00,20.4,25,53,1000,11.0,98,20.4,53
21/12/2018 06:55:00,20.4,25,53,1000,11.0,98,20.4,53
21/12/2018 07:05:00,20.4,25,53,1000,11.0,98,20.4,53
21/12/2018 07:10:00,20.5,25,53,1000,11.0,98,20.5,53
21/12/2018 07:15:00,20.5,25,53,1000,11.0,98,20.5,53
21/12/2018 07:20:00,20.5,25,53,1000,11.0,98,20.5,53
21/12/2018 07:25:00,20.5,25,53,1000,10.9,98,20.5,53
21/12/2018 07:30:00,20.5,25,53,1000,10.9,98,20.5,53
21/12/2018 07:35:00,20.5,25,53,1000,10.9,98,20.5,53
21/12/2018 07:39:59,20.5,25,53,1000,10.9,98,20.5,53
21/12/2018 07:45:00,20.5,25,53,1000,10.9,98,20.5,53
21/12/2018 07:50:00,20.5,25,53,1000,11.0,98,20.5,53
21/12/2018 07:55:00,21.0,25,54,1000,11.0,98,21.0,54
21/12/2018 08:04:59,21.0,25,54,1000,11.0,98,21.0,54
21/12/2018 08:09:59,21.0,25,54,1000,11.2,98,21.0,54
21/12/2018 08:14:59,21.0,25,54,1000,11.2,98,21.0,54
21/12/2018 08:19:59,20.9,25,54,1000,11.2,98,20.9,54
21/12/2018 08:24:59,21.0,25,54,1000,11.2,98,21.0,54
21/12/2018 08:30:00,21.0,25,54,1000,11.2,98,21.0,54
21/12/2018 08:34:59,21.0,25,54,1000,11.1,98,21.0,54
21/12/2018 08:40:00,19.0,25,55,1000,11.1,98,19.0,55
21/12/2018 08:45:00,18.7,25,55,1000,11.2,98,18.7,55
21/12/2018 08:50:00,18.4,25,56,1000,11.1,98,18.4,56
21/12/2018 08:54:59,18.4,25,56,1000,11.2,98,18.4,56
21/12/2018 09:04:59,18.4,25,56,1000,11.2,98,18.4,56
21/12/2018 09:10:00,19.2,25,55,1000,11.2,98,19.2,55
21/12/2018 09:15:00,19.3,25,55,1000,11.2,98,19.3,55
21/12/2018 09:20:00,19.4,25,55,1000,11.2,98,19.4,55
21/12/2018 09:25:00,19.4,25,55,1000,11.2,98,19.4,55
21/12/2018 09:29:59,19.6,25,55,1000,11.3,98,19.6,55
21/12/2018 09:35:00,19.7,25,55,1000,11.2,98,19.7,55
21/12/2018 09:40:00,19.7,25,55,1000,11.3,98,19.7,55
21/12/2018 09:45:00,19.7,25,55,1000,11.3,98,19.7,55
21/12/2018 09:50:00,19.8,25,55,1000,11.3,98,19.8,55
21/12/2018 09:55:00,19.8,25,55,1000,11.3,98,19.8,55
21/12/2018 10:05:00,19.8,25,55,1000,11.4,98,19.8,55
21/12/2018 10:10:00,19.9,25,55,1000,11.4,98,19.9,55
21/12/2018 10:15:00,19.9,25,55,1000,11.5,99,19.9,55
21/12/2018 10:20:00,19.9,25,55,1000,11.5,99,19.9,55
21/12/2018 10:25:00,19.9,25,56,1000,11.6,99,19.9,56
21/12/2018 10:30:00,19.9,25,56,1000,11.6,99,19.9,56
21/12/2018 10:35:00,19.9,25,56,1000,11.7,99,19.9,56
21/12/2018 10:40:00,19.9,25,56,1000,11.8,99,19.9,56
21/12/2018 10:45:00,19.9,25,56,1000,11.9,99,19.9,56
21/12/2018 10:50:00,19.9,25,56,1000,12.0,99,19.9,56
21/12/2018 10:55:00,19.9,25,56,1000,11.9,99,19.9,56
21/12/2018 11:05:00,19.9,25,56,1000,12.0,99,19.9,56
21/12/2018 11:10:00,19.9,25,56,1000,12.1,99,19.9,56
21/12/2018 11:15:00,19.9,25,56,1000,12.1,99,19.9,56
21/12/2018 11:19:59,19.9,25,56,1000,12.2,99,19.9,56
21/12/2018 11:24:59,19.9,25,56,1000,12.2,99,19.9,56
21/12/2018 11:30:00,19.9,25,56,1000,12.2,99,19.9,56
21/12/2018 11:35:00,19.9,25,56,1000,12.3,99,19.9,56
21/12/2018 11:39:59,19.9,25,56,1000,12.3,99,19.9,56
21/12/2018 11:45:00,19.9,25,56,1000,12.4,99,19.9,56
21/12/2018 11:50:00,19.9,25,56,1000,12.4,99,19.9,56
21/12/2018 11:55:00,20.1,25,58,1000,12.5,99,20.1,58
21/12/2018 12:05:00,20.2,25,58,1000,12.6,99,20.2,58
21/12/2018 12:10:00,20.2,25,58,1000,12.9,98,20.2,58
21/12/2018 12:14:59,20.2,25,58,1000,12.8,98,20.2,58
21/12/2018 12:20:00,20.2,25,58,1000,12.8,98,20.2,58
21/12/2018 12:25:00,20.1,25,58,1000,13.0,98,20.1,58
21/12/2018 12:29:59,20.1,25,58,1000,13.0,98,20.1,58
21/12/2018 12:34:59,20.1,25,58,1000,13.0,98,20.1,58
21/12/2018 12:40:00,20.1,25,58,1000,13.1,98,20.1,58
21/12/2018 12:44:59,20.1,25,58,1000,13.3,98,20.1,58
21/12/2018 12:50:00,20.1,25,58,1000,13.5,98,20.1,58
21/12/2018 12:55:00,20.1,25,58,1000,13.6,98,20.1,58
21/12/2018 13:04:59,20.1,25,58,1000,13.7,98,20.1,58
21/12/2018 13:10:00,20.1,25,60,1000,13.6,98,20.1,60
21/12/2018 13:15:00,20.1,25,60,1000,13.7,98,20.1,60
21/12/2018 13:20:00,20.1,25,60,1000,13.6,98,20.1,60
21/12/2018 13:24:59,20.1,25,60,1000,13.6,98,20.1,60
21/12/2018 13:30:00,20.1,25,60,1000,13.7,98,20.1,60
21/12/2018 13:35:00,20.1,25,60,1000,13.8,98,20.1,60
21/12/2018 13:40:00,20.1,25,60,1000,13.8,98,20.1,60
21/12/2018 13:44:59,20.1,25,60,1000,13.9,98,20.1,60
21/12/2018 13:50:00,20.2,25,60,1000,14.1,98,20.2,60
21/12/2018 13:55:00,20.1,25,60,1000,14.1,98,20.1,60
21/12/2018 14:04:59,20.1,25,60,1000,14.1,98,20.1,60
21/12/2018 14:10:00,20.1,25,60,1000,13.9,98,20.1,60
21/12/2018 14:15:00,20.2,25,60,1000,13.8,98,20.2,60
21/12/2018 14:20:00,20.3,25,59,1000,13.9,98,20.3,59
21/12/2018 14:25:00,20.4,25,59,1000,13.8,98,20.4,59
21/12/2018 14:30:00,20.5,25,59,1000,13.8,98,20.5,59
21/12/2018 14:35:00,20.5,25,59,1000,13.8,98,20.5,59
21/12/2018 14:40:00,20.6,25,59,1000,13.9,96,20.6,59
21/12/2018 14:45:00,20.6,25,59,1000,13.8,96,20.6,59
21/12/2018 14:49:59,20.7,25,59,1000,13.9,96,20.7,59
21/12/2018 14:55:00,20.7,25,59,1000,13.8,96,20.7,59
21/12/2018 15:04:59,20.8,25,59,1000,13.8,96,20.8,59
21/12/2018 15:10:00,20.8,25,59,1000,13.8,96,20.8,59
21/12/2018 15:15:00,20.9,25,59,1000,13.7,96,20.9,59
21/12/2018 15:19:59,20.9,25,59,1000,13.7,96,20.9,59
21/12/2018 15:25:00,20.9,25,59,1000,13.6,96,20.9,59
21/12/2018 15:30:00,20.8,25,59,1000,13.6,96,20.8,59
21/12/2018 15:35:00,20.8,25,59,1000,13.6,96,20.8,59
21/12/2018 15:40:00,20.8,25,59,1000,13.6,96,20.8,59
21/12/2018 15:45:00,20.7,25,58,1000,13.6,96,20.7,58
21/12/2018 15:50:00,20.7,25,58,1000,13.6,96,20.7,58
21/12/2018 15:55:00,20.7,25,58,1000,13.5,96,20.7,58
21/12/2018 16:04:59,20.6,25,58,1000,13.5,95,20.6,58
21/12/2018 16:10:00,20.6,25,58,1000,13.2,95,20.6,58
21/12/2018 16:15:00,20.6,25,58,1000,13.1,95,20.6,58
21/12/2018 16:20:00,20.6,25,58,1000,13.0,95,20.6,58
21/12/2018 16:24:59,20.7,25,58,1000,12.9,95,20.7,58
21/12/2018 16:30:00,20.7,25,58,1000,12.8,95,20.7,58
21/12/2018 16:35:00,20.7,25,58,1000,12.8,95,20.7,58
21/12/2018 16:40:00,20.7,25,58,1000,12.8,95,20.7,58
21/12/2018 16:44:59,20.7,25,58,1000,12.8,95,20.7,58
21/12/2018 16:50:00,20.7,25,58,1000,12.8,95,20.7,58
21/12/2018 16:55:00,20.7,25,58,1000,12.7,95,20.7,58
21/12/2018 17:05:00,20.6,25,58,1000,12.7,95,20.6,58
21/12/2018 17:10:00,20.6,25,58,1000,12.7,95,20.6,58
21/12/2018 17:15:00,20.7,25,58,1000,12.7,95,20.7,58
21/12/2018 17:20:00,20.6,25,58,1000,12.7,95,20.6,58
21/12/2018 17:25:00,20.6,25,58,1000,12.7,95,20.6,58
21/12/2018 17:30:00,20.6,25,58,1000,12.7,95,20.6,58
21/12/2018 17:35:00,20.6,25,58,1000,12.7,95,20.6,58
21/12/2018 17:40:00,20.5,25,58,1000,12.7,95,20.5,58
21/12/2018 17:45:00,20.5,25,58,1000,12.6,95,20.5,58
21/12/2018 17:50:00,20.5,25,58,1000,12.5,95,20.5,58
21/12/2018 17:55:00,20.5,25,58,1000,12.5,95,20.5,58
21/12/2018 18:05:00,20.5,25,58,1000,12.5,95,20.5,58
21/12/2018 18:10:00,20.5,25,58,1000,12.6,95,20.5,58
21/12/2018 18:14:59,20.5,25,58,1000,12.6,95,20.5,58
21/12/2018 18:19:59,20.5,25,58,1000,12.5,95,20.5,58
21/12/2018 18:25:00,20.5,25,58,1000,12.5,95,20.5,58
21/12/2018 18:30:00,20.6,25,58,1000,12.5,95,20.6,58
21/12/2018 18:35:00,20.6,25,58,1000,12.5,95,20.6,58
21/12/2018 18:39:59,20.7,25,58,1000,12.6,95,20.7,58
21/12/2018 18:45:00,20.7,25,58,1000,12.6,95,20.7,58
21/12/2018 18:50:00,20.7,25,58,1000,12.6,95,20.7,58
21/12/2018 18:55:00,20.7,25,58,1000,12.5,95,20.7,58
21/12/2018 19:04:59,20.7,25,58,1000,12.5,95,20.7,58
21/12/2018 19:10:00,20.7,25,58,1000,12.3,95,20.7,58
21/12/2018 19:15:00,20.7,25,58,1000,12.2,96,20.7,58
21/12/2018 19:20:00,20.8,25,58,1000,12.2,96,20.8,58
21/12/2018 19:25:00,20.8,25,59,1000,12.1,96,20.8,59
21/12/2018 19:29:59,20.8,25,59,1000,12.1,96,20.8,59
21/12/2018 19:35:00,20.9,25,59,1000,12.2,96,20.9,59
21/12/2018 19:39:59,20.9,25,59,1000,12.2,96,20.9,59
21/12/2018 19:45:00,20.9,25,59,1000,12.3,95,20.9,59
21/12/2018 19:50:00,20.8,25,59,1000,12.5,97,20.8,59
21/12/2018 19:55:00,20.8,25,59,1000,12.5,97,20.8,59
21/12/2018 20:05:00,20.9,25,59,1000,12.7,97,20.9,59
21/12/2018 20:10:00,20.9,25,59,1000,12.6,97,20.9,59
21/12/2018 20:14:59,20.9,25,59,1000,12.7,97,20.9,59
21/12/2018 20:20:00,21.0,25,59,1000,12.7,97,21.0,59
21/12/2018 20:25:00,21.0,25,59,1000,12.7,97,21.0,59
21/12/2018 20:30:00,21.0,25,59,1000,12.7,97,21.0,59
21/12/2018 20:35:00,21.0,25,59,1000,12.7,97,21.0,59
21/12/2018 20:40:00,21.0,25,59,1000,12.7,97,21.0,59
21/12/2018 20:45:00,21.0,25,61,1000,12.6,97,21.0,61
21/12/2018 20:50:00,21.0,25,61,1000,12.5,97,21.0,61
21/12/2018 20:55:00,20.9,25,61,1000,12.5,97,20.9,61
21/12/2018 21:05:00,20.9,25,61,1000,12.5,97,20.9,61
21/12/2018 21:10:00,20.9,25,61,1000,12.3,97,20.9,61
21/12/2018 21:15:00,20.9,25,61,1000,12.2,97,20.9,61
21/12/2018 21:19:59,20.8,25,61,1000,12.2,97,20.8,61
21/12/2018 21:25:00,20.8,25,62,1000,12.2,97,20.8,62
21/12/2018 21:30:00,20.8,25,62,1000,12.2,97,20.8,62
21/12/2018 21:35:00,20.8,25,62,1000,12.2,97,20.8,62
21/12/2018 21:40:00,20.8,25,62,1000,12.2,97,20.8,62
21/12/2018 21:45:00,20.8,25,62,1000,12.3,97,20.8,62
21/12/2018 21:49:59,20.8,25,62,1000,12.4,97,20.8,62
21/12/2018 21:55:00,20.8,25,62,1000,12.5,97,20.8,62
21/12/2018 22:05:00,20.8,25,62,1000,12.5,97,20.8,62
21/12/2018 22:10:00,20.8,25,62,1000,12.5,97,20.8,62
21/12/2018 22:15:00,20.8,25,62,1000,12.4,97,20.8,62
21/12/2018 22:20:00,20.8,25,62,1000,12.3,97,20.8,62
21/12/2018 22:25:00,20.8,25,64,1000,12.3,97,20.8,64
21/12/2018 22:30:00,20.8,25,64,1000,12.3,97,20.8,64
21/12/2018 22:35:00,20.8,25,64,1000,12.3,97,20.8,64
21/12/2018 22:40:00,20.8,25,64,1000,12.4,97,20.8,64
21/12/2018 22:45:00,20.8,25,64,1000,12.4,97,20.8,64
21/12/2018 22:50:00,20.8,25,64,1000,12.3,97,20.8,64
21/12/2018 22:55:00,20.8,25,64,1000,12.3,97,20.8,64
21/12/2018 23:05:00,20.8,25,64,1000,12.2,97,20.8,64
21/12/2018 23:10:00,20.8,25,64,1000,12.0,97,20.8,64
21/12/2018 23:15:00,20.8,25,64,1000,11.9,97,20.8,64
21/12/2018 23:20:00,20.8,25,64,1000,11.8,97,20.8,64
21/12/2018 23:25:00,20.8,25,64,1000,11.7,97,20.8,64
21/12/2018 23:30:00,20.7,25,64,1000,11.7,97,20.7,64
21/12/2018 23:35:00,20.7,25,64,1000,11.7,97,20.7,64
21/12/2018 23:40:00,20.7,25,64,1000,11.7,97,20.7,64
21/12/2018 23:45:00,20.7,25,64,1000,11.9,97,20.7,64
21/12/2018 23:50:00,20.7,25,64,1000,11.9,97,20.7,64
21/12/2018 23:54:59,20.7,25,64,1000,12.0,97,20.7,64
22/12/2018 00:05:00,20.7,25,64,1000,12.0,97,20.7,64
22/12/2018 00:10:00,20.7,25,64,1000,11.9,96,20.7,64
22/12/2018 00:15:00,20.7,25,64,1000,11.8,96,20.7,64
22/12/2018 00:20:00,20.7,25,64,1000,11.8,96,20.7,64
22/12/2018 00:25:00,20.7,25,64,1000,11.9,96,20.7,64
22/12/2018 00:29:59,20.7,25,64,1000,11.8,96,20.7,64
22/12/2018 00:35:00,20.7,25,64,1000,11.7,96,20.7,64
22/12/2018 00:40:00,20.6,25,64,1000,11.7,96,20.6,64
22/12/2018 00:45:00,20.6,25,64,1000,11.5,96,20.6,64
22/12/2018 00:50:00,20.6,25,63,1000,11.5,96,20.6,63
22/12/2018 00:55:00,20.6,25,63,1000,11.4,96,20.6,63
22/12/2018 01:05:00,20.6,25,63,1000,11.3,96,20.6,63
22/12/2018 01:10:00,20.6,25,63,1000,11.3,96,20.6,63
22/12/2018 01:14:59,20.6,25,63,1000,11.3,96,20.6,63
22/12/2018 01:20:00,20.6,25,63,1000,11.3,96,20.6,63
22/12/2018 01:25:00,20.6,25,63,1000,11.2,96,20.6,63
22/12/2018 01:30:00,20.6,25,63,1000,11.2,96,20.6,63
22/12/2018 01:34:59,20.6,25,63,1000,11.1,96,20.6,63
22/12/2018 01:40:00,20.6,25,63,1000,11.0,96,20.6,63
22/12/2018 01:45:00,20.6,25,63,1000,11.1,96,20.6,63
22/12/2018 01:50:00,20.6,25,63,1000,11.2,96,20.6,63
22/12/2018 01:55:00,20.6,25,63,1000,11.3,96,20.6,63
22/12/2018 02:05:00,20.6,25,63,1000,11.3,96,20.6,63
22/12/2018 02:10:00,20.5,25,63,1000,11.1,96,20.5,63
22/12/2018 02:15:00,20.5,25,63,1000,11.1,94,20.5,63
22/12/2018 02:20:00,20.5,25,63,1000,11.1,94,20.5,63
22/12/2018 02:25:00,20.5,25,63,1000,11.2,94,20.5,63
22/12/2018 02:30:00,20.5,25,63,1000,11.2,94,20.5,63
22/12/2018 02:35:00,20.5,25,63,1000,11.3,94,20.5,63
22/12/2018 02:40:00,20.5,25,63,1000,11.3,94,20.5,63
22/12/2018 02:45:00,20.5,25,63,1000,11.1,94,20.5,63
22/12/2018 02:50:00,20.5,25,63,1000,10.9,95,20.5,63
22/12/2018 02:55:00,20.5,25,63,1000,10.8,95,20.5,63
22/12/2018 03:05:00,20.5,25,63,1000,10.8,95,20.5,63
22/12/2018 03:10:00,20.5,25,63,1000,10.8,95,20.5,63
22/12/2018 03:15:00,20.5,25,63,1000,10.8,95,20.5,63
22/12/2018 03:20:00,20.5,25,63,1000,10.8,95,20.5,63
22/12/2018 03:25:00,20.5,25,63,1000,10.8,95,20.5,63
22/12/2018 03:30:00,20.5,25,61,1000,10.8,95,20.5,61
22/12/2018 03:35:00,20.5,25,61,1000,10.9,95,20.5,61
22/12/2018 03:40:00,20.5,25,61,1000,10.9,95,20.5,61
22/12/2018 03:45:00,20.5,25,61,1000,10.8,95,20.5,61
22/12/2018 03:50:00,20.5,25,61,1000,10.8,95,20.5,61
22/12/2018 03:55:00,20.5,25,61,1000,10.7,95,20.5,61
22/12/2018 04:05:00,20.6,25,63,1000,10.6,95,20.6,63
22/12/2018 04:10:00,20.5,25,61,1000,10.5,95,20.5,61
22/12/2018 04:15:00,20.5,25,61,1000,10.5,95,20.5,61
22/12/2018 04:20:00,20.5,25,61,1000,10.3,95,20.5,61
22/12/2018 04:24:59,20.5,25,61,1000,10.3,95,20.5,61
22/12/2018 04:30:00,20.5,25,61,1000,10.3,95,20.5,61
22/12/2018 04:35:00,20.5,25,61,1000,10.2,95,20.5,61
22/12/2018 04:40:00,20.5,25,61,1000,10.2,95,20.5,61
22/12/2018 04:45:00,20.5,25,61,1000,10.1,95,20.5,61
22/12/2018 04:50:00,20.5,25,61,1000,10.1,95,20.5,61
22/12/2018 04:55:00,20.5,25,61,1000,10.1,95,20.5,61
22/12/2018 05:05:00,20.5,25,61,1000,10.1,95,20.5,61
22/12/2018 05:10:00,20.5,25,61,1000,10.2,95,20.5,61
22/12/2018 05:15:00,20.5,25,61,1000,10.3,95,20.5,61
22/12/2018 05:20:00,20.5,25,61,1000,10.2,95,20.5,61
22/12/2018 05:25:00,20.5,25,61,1000,10.1,95,20.5,61
22/12/2018 05:30:00,20.5,25,61,1000,10.1,95,20.5,61
22/12/2018 05:35:00,20.4,25,61,1000,10.0,95,20.4,61
22/12/2018 05:40:00,20.4,25,61,1000,9.9,94,20.4,61
22/12/2018 05:45:00,20.4,25,61,1000,9.9,94,20.4,61
22/12/2018 05:50:00,20.4,25,61,1000,9.9,94,20.4,61
22/12/2018 05:55:00,20.4,25,61,1000,10.0,95,20.4,61
22/12/2018 06:05:00,20.4,25,61,1000,10.1,95,20.4,61
22/12/2018 06:10:00,20.4,25,61,1000,10.2,95,20.4,61
22/12/2018 06:15:00,20.3,25,61,1000,10.1,95,20.3,61
22/12/2018 06:20:00,20.3,25,61,1000,10.1,95,20.3,61
22/12/2018 06:25:00,20.3,25,61,1000,10.0,93,20.3,61
22/12/2018 06:30:00,20.3,25,61,1000,9.9,94,20.3,61
22/12/2018 06:35:00,20.4,25,61,1000,9.9,94,20.4,61
22/12/2018 06:40:00,20.4,25,61,1000,9.9,94,20.4,61
22/12/2018 06:45:00,20.4,25,61,1000,9.9,94,20.4,61
22/12/2018 06:50:00,20.4,25,61,1000,9.9,94,20.4,61
22/12/2018 06:55:00,20.4,25,61,1000,10.0,93,20.4,61
22/12/2018 07:05:00,20.5,25,61,1000,10.1,93,20.5,61
22/12/2018 07:10:00,20.5,25,61,1000,10.0,93,20.5,61
22/12/2018 07:15:00,20.6,25,59,1000,9.9,94,20.6,59
22/12/2018 07:20:00,20.7,25,59,1000,9.8,94,20.7,59
22/12/2018 07:25:00,21.0,25,59,1000,9.6,94,21.0,59
22/12/2018 07:30:00,21.1,25,59,1000,9.6,94,21.1,59
22/12/2018 07:35:00,21.1,25,59,1000,9.6,94,21.1,59
22/12/2018 07:40:00,21.1,25,59,1000,9.6,94,21.1,59
22/12/2018 07:45:00,21.1,25,59,1000,9.6,94,21.1,59
22/12/2018 07:50:00,21.0,25,59,1000,9.6,94,21.0,59
22/12/2018 07:55:00,21.0,25,59,1000,9.6,94,21.0,59
22/12/2018 08:05:00,21.0,25,59,1000,9.6,94,21.0,59
22/12/2018 08:10:00,19.9,25,60,1000,9.5,94,19.9,60
22/12/2018 08:15:00,19.8,25,60,1000,9.5,94,19.8,60
22/12/2018 08:20:00,20.0,25,60,1000,9.5,94,20.0,60
22/12/2018 08:25:00,20.2,25,60,1000,9.6,94,20.2,60
22/12/2018 08:29:59,20.3,25,61,1000,9.5,94,20.3,61
22/12/2018 08:35:00,20.3,25,61,1000,9.6,94,20.3,61
22/12/2018 08:40:00,20.4,25,61,1000,9.7,94,20.4,61
22/12/2018 08:45:00,20.4,25,61,1000,9.8,94,20.4,61
22/12/2018 08:50:00,20.4,25,61,1000,9.9,94,20.4,61
22/12/2018 08:55:00,20.4,25,61,1000,10.0,95,20.4,61
22/12/2018 09:04:59,20.4,25,61,1000,10.0,95,20.4,61
22/12/2018 09:10:00,20.5,25,61,1000,9.9,94,20.5,61
22/12/2018 09:15:00,20.5,25,61,1000,10.0,93,20.5,61
22/12/2018 09:20:00,20.5,25,61,1000,10.0,93,20.5,61
22/12/2018 09:25:00,20.5,25,61,1000,10.0,93,20.5,61
22/12/2018 09:30:00,20.5,25,61,1000,10.1,93,20.5,61
22/12/2018 09:35:00,20.5,25,61,1000,10.0,93,20.5,61
22/12/2018 09:40:00,20.5,25,61,1000,10.1,93,20.5,61
22/12/2018 09:45:00,20.5,25,61,1000,10.3,93,20.5,61
22/12/2018 09:49:59,20.5,25,61,1000,10.4,93,20.5,61
